,Title,Location,Company,Salary
486,Operations Analyst,London,Morningstar,
487,Product Analyst & Data Scientist,London,SPYSCAPE,
488,Onboarding Analyst,London,CME Group,
489,1st Line Support Analyst,London,GfK,
490,Reward Analyst,Islington,Maximus UK,"£35,000 - £37,000 a year"
491,Intelligence Analyst,,Everbridge,"£25,000 - £35,000 a year"
492,Data Analyst,,Applied Data Science Partners,
493,Data Analyst,,inspiratia,
494,Data Analyst,,TalentPool,"£30,000 a year"
495,Data Management Analyst Graduate Programme,,Kubrick Group,
496,Data and Operations Analyst,,Bridges Outcomes Partnerships,"£33,000 a year"
497,Data Analyst,,BCD Travel Corporate,
498,Analyst (f/m/d) UK,,innogy Consulting GmbH,
499,Data Visualisation Analyst,,Knight Frank,
500,Power Data Analyst,London,EDF Trading,
501,Agile Business Analyst - UK Central Government,London,The Crown Consulting Group,£425 a day
502,Data Analyst - Dynamics Implementation,London SE1,New Signature,
503,Data Analyst,London SW6,IDP Connect,
504,Business Analyst / Energiser,London,Kapaix,
505,Entity Reference Data Analyst,Canary Wharf,BRUIN Financial,
506,Performance Data Analyst,London,Mason Blake,"£50,000 a year"
507,Data Planner / Data Analyst (Media),London SE1,TBWA\London,"£25,000 - £28,000 a year"
508,Business Analyst-Data,London,Harrington Starr,
509,Corporate Finance Analyst,London,Bluebox Corporate Finance,
510,Intelligence Analyst,,Everbridge,"£25,000 - £35,000 a year"
511,Data Analyst,,Applied Data Science Partners,
512,Data Analyst,,inspiratia,
513,Data Analyst,,TalentPool,"£30,000 a year"
514,Data Management Analyst Graduate Programme,,Kubrick Group,
515,Data and Operations Analyst,,Bridges Outcomes Partnerships,"£33,000 a year"
516,Data Analyst,,BCD Travel Corporate,
517,Analyst (f/m/d) UK,,innogy Consulting GmbH,
518,Data Visualisation Analyst,,Knight Frank,
519,Digital Analyst,London,The AA,"£45,000 a year"
520,Data Analyst,London,Revolut,
521,Senior IT Business Analyst (Retail /Data /ERP),London,Ampersand Consulting,£650 - £750 a day
522,Data Analyst,London,CBRE,
523,Government Analyst,London,Thomson Reuters UK,£200 - £250 a day
524,Analyst Graduate Scheme,London,Give A Grad A Go,"£31,500 a year"
525,Social Media Data Analyst,London,GVC Holdings,
526,Junior Market Analyst - Intern,London,RELX Group,
527,Intern – Business Analyst,London,Credit Benchmark Limited,
528,Contractor,London,ComX PS,£100 - £700 a day
529,Intelligence Analyst,,Everbridge,"£25,000 - £35,000 a year"
530,Data Analyst,,Applied Data Science Partners,
531,Data Analyst,,inspiratia,
532,Data Analyst,,TalentPool,"£30,000 a year"
533,Data Management Analyst Graduate Programme,,Kubrick Group,
534,Data and Operations Analyst,,Bridges Outcomes Partnerships,"£33,000 a year"
535,Data Analyst,,BCD Travel Corporate,
536,Analyst (f/m/d) UK,,innogy Consulting GmbH,
537,Data Visualisation Analyst,,Knight Frank,
538,Customer Insight Analyst,London,Burberry,
539,Statistical Data Analyst,London,Metrica Recruitment,"£30,000 - £35,000 a year"
540,Fraud Analyst,London,GoCardless,
541,Data Analyst,London EC3M,flatfair,
542,Senior Data Analyst,London,Cifas,"£39,000 - £45,000 a year"
543,Senior Business Analyst (Data),London,JLL,
544,MI Analyst,London,Mcgregor Boyall,
545,Data Engineer,London EC1V,COLLAB. Recruitment Ltd,
546,Decision Science Analyst - Europe,London,Datatech Analytics,
547,Junior Creative - Social,London SE1,"The Ogilvy Group, LLC",
548,Intelligence Analyst,,Everbridge,"£25,000 - £35,000 a year"
549,Data Analyst,,Applied Data Science Partners,
550,Data Analyst,,inspiratia,
551,Data Analyst,,TalentPool,"£30,000 a year"
552,Data Management Analyst Graduate Programme,,Kubrick Group,
553,Data and Operations Analyst,,Bridges Outcomes Partnerships,"£33,000 a year"
554,Data Analyst,,BCD Travel Corporate,
555,Analyst (f/m/d) UK,,innogy Consulting GmbH,
556,Data Visualisation Analyst,,Knight Frank,
557,Data Engineer,London SE1,Adarga,
558,"Change & Coordination Analyst London, United Kingdom",London,Inmarsat,
559,IB Project Analyst,London,Investec,
560,Commercial Insight Analyst,London,Just Eat,
561,Head of Risk & Data Science,London,Spotcap,
562,Graduate Data Analyst / Developer,London,Give A Grad A Go,"£27,000 a year"
563,Data Analyst Instrument Data,London,Legal & General Investment Management,
564,London Research Analyst - 2020,London,"The Brattle Group, Inc.",
565,Junior Power Analyst,London,EDF Trading,
566,Data Selections Analyst – Customer Marketing,Bromley,Direct Line Group,
567,Intelligence Analyst,,Everbridge,"£25,000 - £35,000 a year"
568,Data Analyst,,Applied Data Science Partners,
569,Data Analyst,,inspiratia,
570,Data Analyst,,TalentPool,"£30,000 a year"
571,Intelligence Analyst,,Everbridge,"£25,000 - £35,000 a year"
572,Data and Operations Analyst,,Bridges Outcomes Partnerships,"£33,000 a year"
573,Data Analyst,,inspiratia,
574,Data Analyst,,Applied Data Science Partners,
575,Data Selections Analyst – Customer Marketing,Bromley,Direct Line Group,
576,"Trading Analyst, Cricket",London,Sportradar AG,
577,Forensic Analyst,London,Grey Heron IT Solutions,
578,Business Intelligence Analyst,London,Wayhome,"£55,000 - £65,000 a year"
579,"Data Analyst - Sales Operations, EMEA",London E1,"Groupon, Inc.",
580,Business Analyst,London,Grayce,
581,Fundamental Research Analyst Intern (London),London,"D. E. Shaw & Co., L.P.",
582,Data Governance Analyst,Wimbledon,Domestic & General (D&G),
583,"Data Engineer, Analytics",London,Facebook,
584,Expense Analyst,London,Beazley,
585,Data Analyst,,TalentPool,"£30,000 a year"
586,Data Visualisation Analyst,,Knight Frank,
587,Data Analyst,,BCD Travel Corporate,
588,Analyst (f/m/d) UK,,innogy Consulting GmbH,
589,Data Management Analyst Graduate Programme,,Kubrick Group,
590,Data and Operations Analyst,,Bridges Outcomes Partnerships,"£33,000 a year"
591,Intelligence Analyst,,Everbridge,"£25,000 - £35,000 a year"
592,Data Management Analyst Graduate Programme,,Kubrick Group,
593,Data Visualisation Analyst,,Knight Frank,
594,Data Analyst,,inspiratia,
595,Data Analyst,,TalentPool,"£30,000 a year"
596,Data Analyst,London,ICX4,
597,Defence Industry Analyst / Editor,London,Visiongain,"£25,000 a year"
598,EMIS Systems Analyst,London SE15,DMC Healthcare,"£24,000 - £30,000 a year"
599,Business Analyst,London,TCC Global,
600,Valuation Analyst,London,Nested,"£25,000 a year"
601,Data Vendor Analyst,London,Columbia Threadneedle Investments,
602,Customer Analyst,Paddington,Marks & Spencer,
603,Analyst,London,QBE,
604,Data Support Analyst,London,Legal & General Investment Management,
605,Business Analyst / Project Manager - Market Data,London,CRISIL Limited,
606,Data Analyst,,BCD Travel Corporate,
607,Data Analyst,,Applied Data Science Partners,
608,Analyst (f/m/d) UK,,innogy Consulting GmbH,
609,Data and Operations Analyst,,Bridges Outcomes Partnerships,"£33,000 a year"
610,Intelligence Analyst,,Everbridge,"£25,000 - £35,000 a year"
611,Data Management Analyst Graduate Programme,,Kubrick Group,
612,Data Visualisation Analyst,,Knight Frank,
613,Data Analyst,,inspiratia,
614,Data Analyst,,TalentPool,"£30,000 a year"
615,Data Analyst,London,Yieldify,
616,Policy Analyst - Data & Technology Policy Governance,London,Refinitiv,
617,Resource Planning Analyst - 14 month FTC,London SE1,Babcock,
618,Career Returner- Data Analyst- Technology- Advisory,London,Turner & Townsend,
619,Intern - Research,London,McKinsey & Company,
620,Portfolio Analyst,London,Trezeo,"£28,000 - £32,000 a year"
621,"Operational Risk Analyst (Confluence, Risk, Excel)",London,Ampersand Consulting,"£55,000 - £65,000 a year"
622,Research Analyst - Strategy and Investment Deal Team,London,"IAG, Image Analysis Group",
623,"Financial Analyst, International (London)",London,Peloton,
624,Data Analyst,London,Cobalt Recruitment,"£35,000 - £45,000 a year"
625,Data Analyst,,BCD Travel Corporate,
626,Data Analyst,,Applied Data Science Partners,
627,Analyst (f/m/d) UK,,innogy Consulting GmbH,
628,Data and Operations Analyst,,Bridges Outcomes Partnerships,"£33,000 a year"
629,Intelligence Analyst,,Everbridge,"£25,000 - £35,000 a year"
630,Data Management Analyst Graduate Programme,,Kubrick Group,
631,Data Visualisation Analyst,,Knight Frank,
632,Data Analyst,,inspiratia,
633,Data Analyst,,TalentPool,"£30,000 a year"
634,Test Analyst,London,Kite Group,"£50,000 - £60,000 a year"
635,Digital Analytics Analyst,London,Bloodwise,"£30,000 - £35,000 a year"
636,Data Analyst,Southgate,Voneus Ltd,"£25,000 - £28,000 a year"
637,Data Analyst,London,Nimbla,
638,Data Visualisation Executive,London,GroupM,
639,Talbot Technical Assistant and Data Quality Analyst,London,AIG,
640,Project Management Office Analyst,London,Investec,
641,"Data Analyst, Customer Success",London,Criteo,
642,Capital Markets Analyst,London E1,Lendable,
643,Telecom Analyst,London,Intercontinental Exchange,
644,Data Analyst,,BCD Travel Corporate,
645,Data Analyst,,Applied Data Science Partners,
646,Analyst (f/m/d) UK,,innogy Consulting GmbH,
647,Intelligence Analyst,,Everbridge,"£25,000 - £35,000 a year"
648,Data and Operations Analyst,,Bridges Outcomes Partnerships,"£33,000 a year"
649,Data Management Analyst Graduate Programme,,Kubrick Group,
650,Data Visualisation Analyst,,Knight Frank,
651,Data Analyst,,TalentPool,"£30,000 a year"
652,Data Analyst,,inspiratia,
653,Reward Analyst,London SE1,Informa,
654,Data Engineer,London,Harnham,"£60,000 - £90,000 a year"
655,Business Information Analyst,London,Pearson,"£40,000 a year"
656,Data Analyst,London,BCD Travel Corporate,
657,Price and Promotions Analyst,Paddington,Marks & Spencer,
658,Data Analyst,London,Harrison Holgate,"£60,000 a year"
659,Commercial Effectiveness Analyst Internship,London,IQVIA,
660,Software Engineer - Data Platform,London,Balyasny,
661,Technology Data Architect,London,UBS,
662,Senior Cancer Survival Analyst,London SE1,Public Health England,"£35,686 - £45,769 a year"
663,Analyst (f/m/d) UK,,innogy Consulting GmbH,
664,Data Analyst,,Applied Data Science Partners,
665,Data Analyst,,BCD Travel Corporate,
666,Intelligence Analyst,,Everbridge,"£25,000 - £35,000 a year"
667,Data and Operations Analyst,,Bridges Outcomes Partnerships,"£33,000 a year"
668,Data Management Analyst Graduate Programme,,Kubrick Group,
669,Data Visualisation Analyst,,Knight Frank,
670,Data Analyst,,TalentPool,"£30,000 a year"
671,Data Analyst,,inspiratia,
672,Insight Analyst,London,La Fosse Associates,£475 - £500 a day
673,Trading Analyst (MTS),London,Sportradar AG,
674,Food & Drink Trends Editor/ Analyst,London,Ascential,
675,Data Analyst - Digital Marketing,London,Pearson,
676,Data Analyst (consumer),London,Collinson,
677,Business Analyst - London,London,Efficio Consulting,
678,Revenue Analyst,London,Residence Inn by Marriott London Bridge,
679,Data Integration Analyst/Systems Integrator,London WC1B,Costain House,
680,Data Selections Analyst – Life Insurance,Bromley,Direct Line Group,
681,Data Analyst,London,Respect Consulting Group,"£50,000 - £65,000 a year"
682,Analyst (f/m/d) UK,,innogy Consulting GmbH,
683,Data Analyst,,Applied Data Science Partners,
684,Data Analyst,,BCD Travel Corporate,
685,Intelligence Analyst,,Everbridge,"£25,000 - £35,000 a year"
686,Data and Operations Analyst,,Bridges Outcomes Partnerships,"£33,000 a year"
687,Data Management Analyst Graduate Programme,,Kubrick Group,
688,Data Visualisation Analyst,,Knight Frank,
689,Data Analyst,,BCD Travel Corporate,
690,Analyst (f/m/d) UK,,innogy Consulting GmbH,
691,Customer Insight Analyst,London W1T,Odeon,
692,Data Migration Technical Analyst,London,HSBC,
693,Financial Analyst,London SE16,TalentPool,"£35,000 a year"
694,Data Risk & Controls Analyst - Insurance,London,Oliver James Associates,£500 - £550 a day
695,Data Analyst,London,Urban Empire Recruitment,"£46,000 a year"
696,SQL Data Analyst,London,3Search,"£28,000 - £36,000 a year"
697,Data Analyst (Utilities / Sustainability),London,Utility People,"£24,000 - £28,000 a year"
698,Reporting Analyst,London EC2M,Rail Safety and Standards Board Limited,
699,Analyst - Finalta (Russian speaking),London,McKinsey & Company,"£39,500 a year"
700,Data Engineer,London SE1,Informa,
701,Data Analyst,,Applied Data Science Partners,
702,Data Analyst,,inspiratia,
703,Data Analyst,,TalentPool,"£30,000 a year"
704,Intelligence Analyst,,Everbridge,"£25,000 - £35,000 a year"
705,Data and Operations Analyst,,Bridges Outcomes Partnerships,"£33,000 a year"
706,Data Management Analyst Graduate Programme,,Kubrick Group,
707,Data Visualisation Analyst,,Knight Frank,
708,Data Analyst,,BCD Travel Corporate,
709,Analyst (f/m/d) UK,,innogy Consulting GmbH,
710,Portfolio Analyst,London EC4N,FIS Global,
711,Commercial Analyst,London,Savant Recruitment,"£50,000 - £55,000 a year"
712,Junior Trainee Actuary,London EC4A,UK Government - Government Actuary's Department,"£31,197 a year"
713,Graduate Data Analyst,London EC3M,flatfair,
714,Data Analyst,London,EPAM Systems,
715,Business Analyst / Purchasing Assistant,London,British Electrical and Manufacturing Company (Bemc...,
716,Data Analyst,London,myfuturerole.com,£500 - £575 a day
717,Insights Data Analyst,London,Babylon Health,
718,Data Analyst,London,Nicholson Glover Consulting,£250 a day
719,Data Warehouse/ETL SQL Developer,London SW1V,Parkinsons,"£40,000 - £45,000 a year"
720,Data Analyst,,Applied Data Science Partners,
721,Data Analyst,,inspiratia,
722,Data Analyst,,TalentPool,"£30,000 a year"
723,Intelligence Analyst,,Everbridge,"£25,000 - £35,000 a year"
724,Data and Operations Analyst,,Bridges Outcomes Partnerships,"£33,000 a year"
725,Data Management Analyst Graduate Programme,,Kubrick Group,
726,Data Visualisation Analyst,,Knight Frank,
727,Data Analyst,,BCD Travel Corporate,
728,Analyst (f/m/d) UK,,innogy Consulting GmbH,
729,Data Analyst - Automotive Events,London,Copeland Automotive Recruitment,
730,IT Analyst,London,Intercontinental Exchange,
731,Business Analyst,London,Legal & General Investment Management,
732,Senior Data Insight Analyst,London SW11,A.S. Watson Group,
733,Risk Analyst,London,L&Q,"£35,000 a year"
734,Analyst,London,Sainsburys,
735,Customer Insight & Data Analyst,London,InterQuest Group,"£25,000 a year"
736,Business Administration and Market Data Analyst,London,Marex Spectron,
737,Data Analyst,London,Thomsons Online Benefits,"£40,000 - £50,000 a year"
738,Crude Oil Trading Analyst,London,Shell,
739,Data Analyst,,Applied Data Science Partners,
740,Data Analyst,,inspiratia,
741,Data Analyst,,TalentPool,"£30,000 a year"
742,Intelligence Analyst,,Everbridge,"£25,000 - £35,000 a year"
743,Data and Operations Analyst,,Bridges Outcomes Partnerships,"£33,000 a year"
744,Data Management Analyst Graduate Programme,,Kubrick Group,
745,Data Visualisation Analyst,,Knight Frank,
746,Data Analyst,,BCD Travel Corporate,
747,Analyst (f/m/d) UK,,innogy Consulting GmbH,
748,"Pricing Analyst, UK & Ireland",London,MSC Cruises,
749,Client Service Analyst - Hedge Fund,London,CuttingHedge Recruitment,"£40,000 - £55,000 a year"
750,Live Golf Trader,London,Sportradar AG,
751,Analyst - M&A,London,FE International,
752,End User Technology Analyst,London SW3,Royal Brompton and Harefield NHS Foundation Trust,
753,MI Data Analyst,London,Brook Street,"£32,500 - £41,000 a year"
754,Research Analyst - Healthcare,London,The Boston Consulting Group,
755,"Analyst, Trade & Logistics - EMEA",London WC2R,Tiffany & Company,
756,Data Analyst - MI & Operations,London,Funding Xchange,
757,Business Insight Analyst,London,Takeda Pharmaceuticals,
758,Data Analyst,,Applied Data Science Partners,
759,Data Analyst,,inspiratia,
760,Data Analyst,,TalentPool,"£30,000 a year"
761,Intelligence Analyst,,Everbridge,
762,Data and Operations Analyst,,Bridges Outcomes Partnerships,
763,Data Management Analyst Graduate Programme,,Kubrick Group,
764,Data Visualisation Analyst,,Knight Frank,
765,Data Analyst,,BCD Travel Corporate,
766,Analyst (f/m/d) UK,,innogy Consulting GmbH,
767,919-KC-26373315-EXT Senior Cancer Survival Analyst,London SE1,Public Health England,
768,Data Analyst - Excel,London,GCS Recruitment Ireland,
769,Data Analyst - Excel,London,GCS Recruitment Specialists Ltd,
770,Data Analyst,London,Supersolid,
771,Economics Analyst,London,KPMG,
772,Business Applications – Junior Support Analyst,London,Reiss,
773,Compliance Operations Analyst,London,Currency Cloud,
774,Data Products (Graduate),London,Tandem Bank,
775,Data Modeller,London SE1,tuiinfotec,
776,Process Business Analyst,London,British Council,
777,Data Analyst,,Applied Data Science Partners,
778,Data Analyst,,inspiratia,
779,Data Analyst,,TalentPool,
780,Intelligence Analyst,,Everbridge,"£25,000 - £35,000 a year"
781,Data and Operations Analyst,,Bridges Outcomes Partnerships,"£33,000 a year"
782,Data Management Analyst Graduate Programme,,Kubrick Group,
